,date,plate,outcome
1443,2014-04-29,K47414,rejected
1444,2014-05-01,OHMYGOD,rejected
1445,2014-05-01,N6UNS,rejected
1446,2014-05-02,E4TME,rejected
1447,2014-05-02,OMGBCKY,rejected
1448,2014-05-02,IAMYUMMI,rejected
1449,2014-05-02,NUTBOY,rejected
1450,2014-05-02,FATNEZ,rejected
1451,2014-05-03,BLK4ME,rejected
1452,2014-05-06,9MMGLCK,rejected
1453,2014-05-06,IH8LEGS,rejected
1454,2014-05-06,BAN0N3,rejected
1455,2014-05-06,HA8NYR,rejected
1456,2014-05-08,SKYJCKED,rejected
1457,2014-05-08,MAILUSPS,rejected
1458,2014-05-08,SUMBCH,rejected
1459,2014-05-09,LILBOOTY,rejected
1460,2014-05-09,FNLNTC,rejected
1461,2014-05-10,BOOYAA55,rejected
1462,2014-05-10,NEGRO1,rejected
1463,2014-05-14,AMBIT0D,rejected
1464,2014-05-16,O8O2TP,rejected
1465,2014-05-17,H3NTAI,rejected
1466,2014-05-17,BLUBALZZ,rejected
1467,2014-05-17,BLKBICH,rejected
1468,2014-05-20,RREDRUM,rejected
1469,2014-05-20,I11B6UB9,rejected
1470,2014-05-21,FAAAAAQ,rejected
1471,2014-05-23,D0M1N8,rejected
1472,2014-05-23,II1I11,rejected
1473,2014-05-24,2BADMOFO,rejected
1474,2014-05-24,DAT455,rejected
1475,2014-05-24,0PT1MU5,rejected
1476,2014-05-26,KICKINSS,rejected
1477,2014-05-29,88888B88,rejected
1478,2014-05-31,FAPPER,rejected
1479,2014-05-31,N1PPLE,rejected
1480,2014-06-03,THRESOME,rejected
1481,2014-06-03,FTHEPOPO,rejected
1482,2014-06-03,S4T4N,rejected
1483,2014-06-04,XMASPUD,rejected
1484,2014-06-04,YUB6IB9,rejected
1485,2014-06-04,SEAC0AST,rejected
1486,2014-06-05,MOVEBISH,rejected
1487,2014-06-05,11I1II,rejected
1488,2014-06-07,UATHOT,rejected
1489,2014-06-07,GTFOOMW,rejected
1490,2014-06-07,GITSOM3,rejected
1491,2014-06-10,EMS3X,rejected
1492,2014-06-11,DEZNUTSS,rejected
1493,2014-06-11,POL1C3,rejected
1494,2014-06-12,POOPBUT,rejected
1495,2014-06-14,FYOUAC,rejected
1496,2014-06-17,1II1I1,rejected
1497,2014-06-19,G7O7D7,rejected
1498,2014-06-19,3O3534,rejected
1499,2014-06-19,957I800,rejected
1500,2014-06-21,TI101IT,rejected
1501,2014-06-24,TINAST0Y,rejected
1502,2014-06-24,0VTAT1ME,rejected
1503,2014-06-24,OMFGGO,rejected
1504,2014-06-24,FVKCNCR,rejected
1505,2014-06-24,FOPCHEF,rejected
1506,2014-06-25,KALL911,rejected
1507,2014-06-25,ICUTU,rejected
1508,2014-06-25,DILL4G4F,rejected
1509,2014-06-26,POLOHOE,rejected
1510,2014-06-26,AMGLMFAO,rejected
1511,2014-06-26,I694U2,rejected
1512,2014-06-27,SKREWD,rejected
1513,2014-06-28,MED1CARE,rejected
1514,2014-07-01,HOLYSHAT,rejected
1515,2014-07-04,R786,rejected
1516,2014-07-08,N1CEA55,rejected
1517,2014-07-08,NICEDONG,rejected
1518,2014-07-08,DUMBFN4,rejected
1519,2014-07-08,BICHN9,rejected
1520,2014-07-09,MNNNNNNM,rejected
1521,2014-07-09,III111,rejected
1522,2014-07-10,07ARPIL,rejected
1523,2014-07-10,MAHOLE,rejected
1524,2014-07-11,SMKMUP,rejected
1525,2014-07-11,FAQCUOMO,rejected
1526,2014-07-11,M1313,rejected
1527,2014-07-11,KULO,rejected
1528,2014-07-11,BKEMT,rejected
1529,2014-07-12,TEEZ2PLS,rejected
1530,2014-07-12,EEEEEE,rejected
1531,2014-07-12,CYK1LL,rejected
1532,2014-07-12,MAY1O,rejected
1533,2014-07-15,1TS0KAY,rejected
1534,2014-07-15,0L1V3R,rejected
1535,2014-07-15,AS5HOLE,rejected
1536,2014-07-15,ALLBALZ,rejected
1537,2014-07-17,SKREWYOU,rejected
1538,2014-07-17,R56958,rejected
1539,2014-07-18,V6ECTOMY,rejected
1540,2014-07-18,2FNFAS4U,rejected
1541,2014-07-18,BOTMBYCH,rejected
1542,2014-07-19,BVRPLSR,rejected
1543,2014-07-19,RMFT,rejected
1544,2014-07-19,HE11CAT,rejected
1545,2014-07-19,M3SOHRNY,rejected
1546,2014-07-19,OO8,rejected
1547,2014-07-19,AUG2O,rejected
1548,2014-07-22,VAL0N,rejected
1549,2014-07-22,188BB8BI,rejected
1550,2014-07-22,SMA,rejected
1551,2014-07-22,N0LMT,rejected
1552,2014-07-23,0NPOINT1,rejected
1553,2014-07-24,00MOGAR,rejected
1554,2014-07-24,11111I,rejected
1555,2014-07-26,OO3372,rejected
1556,2014-07-26,GETMOIST,rejected
1557,2014-07-26,BMF,rejected
1558,2014-07-29,BONEJOUR,rejected
1559,2014-07-29,MOODYMF,rejected
1560,2014-07-29,YUTHOT,rejected
1561,2014-07-30,DOUBIE,rejected
1562,2014-07-30,DOPEM3,rejected
1563,2014-07-31,DOPEUA9,rejected
1564,2014-08-02,URATHOT,rejected
1565,2014-08-02,SI0NARA,rejected
1566,2014-08-02,CRZTLBCH,rejected
1567,2014-08-02,KI55MYAZ,rejected
1568,2014-08-02,LPNYP,rejected
1569,2014-08-05,EFFNSLOW,rejected
1570,2014-08-06,FANGOUL,rejected
1571,2014-08-06,1I1II1,rejected
1572,2014-08-07,DOMIN8ME,rejected
1573,2014-08-08,NOCHAPA,rejected
1574,2014-08-08,MAYIO,rejected
1575,2014-08-09,0FF2LBI,rejected
1576,2014-08-12,XXXXXKXX,rejected
1577,2014-08-12,888B88B8,rejected
1578,2014-08-12,NOFXGIVN,rejected
1579,2014-08-12,IPULLOUT,rejected
1580,2014-08-12,I7I,rejected
1581,2014-08-12,AHJ2288,rejected
1582,2014-08-13,8O3HM,rejected
1583,2014-08-13,PIEMOY,rejected
1584,2014-08-14,HWYPTRL,rejected
1585,2014-08-15,B8B8BBB8,rejected
1586,2014-08-15,0UT1N5,rejected
1587,2014-08-15,UPS,rejected
1588,2014-08-16,4SATAN,rejected
1589,2014-08-19,FAPFAPP,rejected
1590,2014-08-20,WHATHEF,rejected
1591,2014-08-20,0DRK30,rejected
1592,2014-08-21,SCRUYOU2,rejected
1593,2014-08-21,SCPDHWY,rejected
1594,2014-08-21,AYYLMAO,rejected
1595,2014-08-21,ONMETH,rejected
1596,2014-08-21,ECW103,rejected
1597,2014-08-21,ECW102,rejected
1598,2014-08-21,ECW104,rejected
1599,2014-08-22,MNKYBUT,rejected
1600,2014-08-22,B00STI,rejected
1601,2014-08-23,LSLMFAO,rejected
1602,2014-08-26,OEMCERT,rejected
1603,2014-08-26,TA1NOS,rejected
1604,2014-08-26,ADD1CT,rejected
1605,2014-08-28,Z7Z7ZZ7,rejected
1606,2014-08-28,KXXKXK,rejected
1607,2014-08-29,NYCOURTS,rejected
1608,2014-08-30,BB8B8BB,rejected
1609,2014-09-01,SMURFING,rejected
1610,2014-09-01,SCRAMHOE,rejected
1611,2014-09-01,D3ATHBAT,rejected
1612,2014-09-01,H3NTA1,rejected
1613,2014-09-03,OII11IIO,rejected
1614,2014-09-03,FNMUDDER,rejected
1615,2014-09-04,NYMMMNNM,rejected
1616,2014-09-04,AMPUT,rejected
1617,2014-09-04,HPOS,rejected
1618,2014-09-05,WIT3GRL,rejected
1619,2014-09-05,TIEMEUP,rejected
1620,2014-09-05,RAMITMF,rejected
1621,2014-09-05,PPS9MM,rejected
1622,2014-09-05,KISSMYK,rejected
1623,2014-09-05,IDGAS,rejected
1624,2014-09-05,BOUCHE,rejected
1625,2014-09-06,XXKXKX6,rejected
1626,2014-09-06,NUTSSS,rejected
1627,2014-09-09,R3880,rejected
1628,2014-09-10,888B8888,rejected
1629,2014-09-10,REDH0T1,rejected
1630,2014-09-11,00MYG,rejected
1631,2014-09-16,FCUKGAS,rejected
1632,2014-09-16,CERTOEM,rejected
1633,2014-09-16,BFDD,rejected
1634,2014-09-17,7I8,rejected
1635,2014-09-18,XTASY,rejected
1636,2014-09-18,N0TRU2,rejected
1637,2014-09-19,0UTLAW1,rejected
1638,2014-09-20,1H0T69SS,rejected
1639,2014-09-20,O786,rejected
1640,2014-09-20,HMH2054,rejected
1641,2014-09-23,TURDMUTZ,rejected
1642,2014-09-24,NOFXGVN,rejected
1643,2014-09-24,I957,rejected
1644,2014-09-25,W0FF0RD,rejected
1645,2014-09-30,0ILMAN1,rejected
1646,2014-09-30,O888OO,rejected
